accession	genbank_accession_rev	strain	date	region	country	division	location	host	date_submitted	sra_accession	abbr_authors	authors	institution
MH647316	MH647316.1	SGEHI30275Y10	2010-01-XX	Asia	Singapore			Homo sapiens	2020-11-01		Hapuarachchi et al.	Hapuarachchi,H.C.,Wong,W.Y.,Koo,C.,Tien,W.P.,Lu,T.Y.,Yeo,G.,Rajarethinam,J.,Tan,E.,Chong,C.S.,Tan,C.H.,Yap,G.,Tan,L.K.,Ng,L.C.	National Environment Agency, Environmental Health Institute
MH647319	MH647319.1	SGEHI16167Y11	2011-02-XX	Asia	Singapore			Homo sapiens	2020-11-01		Hapuarachchi et al.	Hapuarachchi,H.C.,Wong,W.Y.,Koo,C.,Tien,W.P.,Lu,T.Y.,Yeo,G.,Rajarethinam,J.,Tan,E.,Chong,C.S.,Tan,C.H.,Yap,G.,Tan,L.K.,Ng,L.C.	National Environment Agency, Environmental Health Institute
MH647324	MH647324.1	SGEHI12011Y13	2013-03-XX	Asia	Singapore			Homo sapiens	2020-11-01		Hapuarachchi et al.	Hapuarachchi,H.C.,Wong,W.Y.,Koo,C.,Tien,W.P.,Lu,T.Y.,Yeo,G.,Rajarethinam,J.,Tan,E.,Chong,C.S.,Tan,C.H.,Yap,G.,Tan,L.K.,Ng,L.C.	National Environment Agency, Environmental Health Institute
MH647352	MH647352.1	SGEHI18782Y13	2013-05-XX	Asia	Singapore			Homo sapiens	2020-11-01		Hapuarachchi et al.	Hapuarachchi,H.C.,Wong,W.Y.,Koo,C.,Tien,W.P.,Lu,T.Y.,Yeo,G.,Rajarethinam,J.,Tan,E.,Chong,C.S.,Tan,C.H.,Yap,G.,Tan,L.K.,Ng,L.C.	National Environment Agency, Environmental Health Institute
MH647379	MH647379.1	SGEHI22381Y13	2013-06-XX	Asia	Singapore			Homo sapiens	2020-11-01		Hapuarachchi et al.	Hapuarachchi,H.C.,Wong,W.Y.,Koo,C.,Tien,W.P.,Lu,T.Y.,Yeo,G.,Rajarethinam,J.,Tan,E.,Chong,C.S.,Tan,C.H.,Yap,G.,Tan,L.K.,Ng,L.C.	National Environment Agency, Environmental Health Institute
MH647384	MH647384.1	SGEHI23355Y13	2013-06-XX	Asia	Singapore			Homo sapiens	2020-11-01		Hapuarachchi et al.	Hapuarachchi,H.C.,Wong,W.Y.,Koo,C.,Tien,W.P.,Lu,T.Y.,Yeo,G.,Rajarethinam,J.,Tan,E.,Chong,C.S.,Tan,C.H.,Yap,G.,Tan,L.K.,Ng,L.C.	National Environment Agency, Environmental Health Institute
MH647390	MH647390.1	SGEHI24663Y13	2013-06-XX	Asia	Singapore			Homo sapiens	2020-11-01		Hapuarachchi et al.	Hapuarachchi,H.C.,Wong,W.Y.,Koo,C.,Tien,W.P.,Lu,T.Y.,Yeo,G.,Rajarethinam,J.,Tan,E.,Chong,C.S.,Tan,C.H.,Yap,G.,Tan,L.K.,Ng,L.C.	National Environment Agency, Environmental Health Institute
MH647447	MH647447.1	SGEHI43755Y13	2013-10-XX	Asia	Singapore			Homo sapiens	2020-11-01		Hapuarachchi et al.	Hapuarachchi,H.C.,Wong,W.Y.,Koo,C.,Tien,W.P.,Lu,T.Y.,Yeo,G.,Rajarethinam,J.,Tan,E.,Chong,C.S.,Tan,C.H.,Yap,G.,Tan,L.K.,Ng,L.C.	National Environment Agency, Environmental Health Institute
MH647461	MH647461.1	SGEHI46789Y13	2013-11-XX	Asia	Singapore			Homo sapiens	2020-11-01		Hapuarachchi et al.	Hapuarachchi,H.C.,Wong,W.Y.,Koo,C.,Tien,W.P.,Lu,T.Y.,Yeo,G.,Rajarethinam,J.,Tan,E.,Chong,C.S.,Tan,C.H.,Yap,G.,Tan,L.K.,Ng,L.C.	National Environment Agency, Environmental Health Institute
MH647477	MH647477.1	SGEHI50273Y13	2013-12-XX	Asia	Singapore			Homo sapiens	2020-11-01		Hapuarachchi et al.	Hapuarachchi,H.C.,Wong,W.Y.,Koo,C.,Tien,W.P.,Lu,T.Y.,Yeo,G.,Rajarethinam,J.,Tan,E.,Chong,C.S.,Tan,C.H.,Yap,G.,Tan,L.K.,Ng,L.C.	National Environment Agency, Environmental Health Institute
MH647488	MH647488.1	SGEHI03549Y14	2014-01-XX	Asia	Singapore			Homo sapiens	2020-11-01		Hapuarachchi et al.	Hapuarachchi,H.C.,Wong,W.Y.,Koo,C.,Tien,W.P.,Lu,T.Y.,Yeo,G.,Rajarethinam,J.,Tan,E.,Chong,C.S.,Tan,C.H.,Yap,G.,Tan,L.K.,Ng,L.C.	National Environment Agency, Environmental Health Institute
MH647498	MH647498.1	SGEHI42391Y15	2015-10-XX	Asia	Singapore			Homo sapiens	2020-11-01		Hapuarachchi et al.	Hapuarachchi,H.C.,Wong,W.Y.,Koo,C.,Tien,W.P.,Lu,T.Y.,Yeo,G.,Rajarethinam,J.,Tan,E.,Chong,C.S.,Tan,C.H.,Yap,G.,Tan,L.K.,Ng,L.C.	National Environment Agency, Environmental Health Institute
MH647499	MH647499.1	SGEHI47948Y15	2015-11-XX	Asia	Singapore			Homo sapiens	2020-11-01		Hapuarachchi et al.	Hapuarachchi,H.C.,Wong,W.Y.,Koo,C.,Tien,W.P.,Lu,T.Y.,Yeo,G.,Rajarethinam,J.,Tan,E.,Chong,C.S.,Tan,C.H.,Yap,G.,Tan,L.K.,Ng,L.C.	National Environment Agency, Environmental Health Institute
MH647504	MH647504.1	SGEHI1BSGFAalbY13	2014-04-XX	Asia	Singapore			Aedes albopictus	2020-11-01		Hapuarachchi et al.	Hapuarachchi,H.C.,Wong,W.Y.,Koo,C.,Tien,W.P.,Lu,T.Y.,Yeo,G.,Rajarethinam,J.,Tan,E.,Chong,C.S.,Tan,C.H.,Yap,G.,Tan,L.K.,Ng,L.C.	National Environment Agency, Environmental Health Institute
MH746782	MH746782.1	Iran-5947	2017-08-XX	Asia	Iran			Homo sapiens	2020-01-08		Pouriayevali et al.	Pouriayevali,M.H.,Jalai,T.,Mohammadi,T.,Fereydouni,Z.,TavakoliRad,M.,Azadmanjiri,S.,Khakifirouz,S.,Hosseini,M.,Ghalejoogh,M.,Azizizadeh,S.,Baniasadi,V.,Fazlalipour,M.,Salehi-Vaziri,M.	Pasteur Institute of Iran, Arboviruses and Viral Hemorrhagic Fevers Department (National Ref. Lab.)
MK045429	MK045429.1	BK852	2018-09-05	Asia	Thailand			Homo sapiens	2020-05-29		Chansaenroj et al.	Chansaenroj,J.,Wanlapakorn,N.,Ngamsaithong,C.,Thongmee,T.,Na Nakorn,N.,Siriyasatien,P.,Vongpunsawad,S.,Poovorawan,Y.	Faculty of Medicine, Chulalongkorn University, Center of excellence in clinical virology
MK086029	MK086029.1	SL R233	2006-11-14	Asia	Sri Lanka			Homo sapiens	2019-05-22		Chamberlain et al.	Chamberlain,J.,Hewson,R.	Centre for Emergency Preparedness and Response, Virology and Pathogenesis
MK121893	MK121893.1	CHIKV/Human/Brazil/2015/AMA292	2015-07-15	South America	Brazil	Amazonas BR	Manaus (Amazonas BR)	Homo sapiens	2019-02-17		Naveca et al.	Naveca,F.G.,Claro,I.,Giovanetti,M.,Jesus,J.G.,Xavier,J.,do Nascimento,V.A.,Iani,F.C.M.,de Souza,V.C.,Silveira,P.P.,Lourenco,J.,Santillana,M.,Kraemer,M.U.G.,Quick,J.,Hill,S.C.,Theze,J.,Wallau,G.L.,Carvalho,R.D.O.,Azevedo,V.,Salles,F.C.S.,Candido,D.S.,Nunes,M.R.T.,Lemos,P.S.,Meneses,C.A.R.,Maito,R.M.,Cunha,C.R.S.B.,Campos,D.P.S.,Castilho,M.C.,Siqueira,T.C.S.,Terra,T.M.,de Albuquerque,C.F.C.,da Cruz,L.N.,Abreu,A.L.,Simoes,D.S.M.V.,Aguiar,R.S.,Sabino,E.C.,Pybus,O.G.,Loman,N.,Okumoto,O.,Alcantara,L.C.J.,Faria,N.R.	University of Oxford, Department of Zoology
MK244644	MK244644.1	MK244644	2018-03-26	South America	Brazil	Niteroi	Rio de Janeiro	Homo sapiens	2019-04-30		Giovanetti et al.	Giovanetti,M.,Fonseca,V.,Trinta,K.,Faria,N.,Theze,J.,Filippis,A.M.B.,Alcantara,L.C.J.,Cunha,R.V.	Fundacao Oswaldo Cruz, Laboratorio de Flavivirus
MK244653	MK244653.1	MK244653	2018-04-06	South America	Brazil	Niteroi	Rio de Janeiro	Homo sapiens	2019-04-30		Giovanetti et al.	Giovanetti,M.,Fonseca,V.,Trinta,K.,Faria,N.,Theze,J.,Filippis,A.M.B.,Alcantara,L.C.J.,Cunha,R.V.	Fundacao Oswaldo Cruz, Laboratorio de Flavivirus
MK468612	MK468612.1	CHRF_0101_06-17-2017	2017-06-17	Asia	Bangladesh			Homo sapiens	2019-12-28		Saha et al.	Saha,S.,Ramesh,A.,Kalantar,K.,Malaker,R.,Hasanuzzaman,M.,Khan,L.M.,Mayday,M.Y.,Sajib,M.S.I.,Li,L.M.,Langelier,C.,Rahman,H.,Crawford,E.D.,Tato,C.M.,Islam,M.,Juan,Y.F.,de Bourcy,C.,Dimitrov,B.,Wang,J.,Tang,J.,Sheu,J.,Egger,R.,De Carvalho,T.R.,Wilson,M.R.,Saha,S.K.,DeRisi,J.L.,Kalantar,K.L.	University of California San Francisco, Neurology
MK468626	MK468626.1	CHRF_0102_06-17-2017	2017-06-17	Asia	Bangladesh			Homo sapiens	2019-12-28		Saha et al.	Saha,S.,Ramesh,A.,Kalantar,K.,Malaker,R.,Hasanuzzaman,M.,Khan,L.M.,Mayday,M.Y.,Sajib,M.S.I.,Li,L.M.,Langelier,C.,Rahman,H.,Crawford,E.D.,Tato,C.M.,Islam,M.,Juan,Y.F.,de Bourcy,C.,Dimitrov,B.,Wang,J.,Tang,J.,Sheu,J.,Egger,R.,De Carvalho,T.R.,Wilson,M.R.,Saha,S.K.,DeRisi,J.L.,Kalantar,K.L.	University of California San Francisco, Neurology
MK468802	MK468802.1	BK888	2018-11-07	Asia	Thailand			Homo sapiens	2019-11-09		Na Nakorn et al.	Na Nakorn,N.,Vongpunsawad,S.,Poovorawan,Y.,Pengsakul,T.	Faculty of Medical Technology, Prince of Songkla University
MK473625	MK473625.1	CHIKV/H.sapiens-wt/UK/2016/PHECHIKV_5_I	2016-08-26	Asia	India			Homo sapiens	2019-04-23		Kafetzopoulou et al.	Kafetzopoulou,L.E.,Efthymiadis,K.,Lewandowski,K.,Crook,A.,Carter,D.,Osborne,J.,Aarons,E.,Hewson,R.,Hiscox,J.A.,Carroll,M.W.,Vipond,R.,Pullan,S.T.	Public Health England, Genomics of Rare and Emerging Human Pathogens
MK473629	MK473629.1	CHIKV/H.sapiens-wt/UK/2016/PHECHIKV_9_I	2016-10-18	Asia	India			Homo sapiens	2019-04-23		Kafetzopoulou et al.	Kafetzopoulou,L.E.,Efthymiadis,K.,Lewandowski,K.,Crook,A.,Carter,D.,Osborne,J.,Aarons,E.,Hewson,R.,Hiscox,J.A.,Carroll,M.W.,Vipond,R.,Pullan,S.T.	Public Health England, Genomics of Rare and Emerging Human Pathogens
MK473636	MK473636.1	CHIKV/H.sapiens-wt/UK/2016/PHECHIKV_3_1D2	2016-09-20	Asia	India			Homo sapiens	2019-04-23		Kafetzopoulou et al.	Kafetzopoulou,L.E.,Efthymiadis,K.,Lewandowski,K.,Crook,A.,Carter,D.,Osborne,J.,Aarons,E.,Hewson,R.,Hiscox,J.A.,Carroll,M.W.,Vipond,R.,Pullan,S.T.	Public Health England, Genomics of Rare and Emerging Human Pathogens
MK510156	MK510156.1	118-16	2016-02-29	South America	Brazil	Piaui		Homo sapiens	2019-10-27		Cardoso et al.	Cardoso,F.D.,Rezende,I.M.,Barros,E.L.T.,Sacchetto,L.,Garces,T.C.C.S.,Silva,N.I.O.,Alves,P.A.,Soares,J.O.,Kroon,E.G.,Pereira,A.C.T.D.C.,Drumond,B.P.,Ferreira,G.P.,Sachetto,L.,Pereira,A.C.T.C.	Federal University of Piaui, Department of Biomedical Sciences
MK580139	MK580139.1	12/18/1631	2018-06-XX	Asia	India			Homo sapiens	2019-08-31		Barde et al.	Barde,P.V.,Chand,G.,Joshi,P.,Shivlata,L.,Tiwari,S.,Sahare,L.,Ukey,M.,Yadav,P.,Mourya,D.,Das,A.	ICMR-NIRTH, Jabalpur, Division Virology and Zooneses
MK580142	MK580142.1	12/18/2088	2018-07-XX	Asia	India			Homo sapiens	2019-08-31		Barde et al.	Barde,P.V.,Chand,G.,Joshi,P.,Shivlata,L.,Tiwari,S.,Sahare,L.,Ukey,M.,Yadav,P.,Mourya,D.,Das,A.	ICMR-NIRTH, Jabalpur, Division Virology and Zooneses
MK580144	MK580144.1	12/18/2914	2018-08-XX	Asia	India			Homo sapiens	2019-08-31		Barde et al.	Barde,P.V.,Chand,G.,Joshi,P.,Shivlata,L.,Tiwari,S.,Sahare,L.,Ukey,M.,Yadav,P.,Mourya,D.,Das,A.	ICMR-NIRTH, Jabalpur, Division Virology and Zooneses
MK580145	MK580145.1	12/18/3163	2018-08-XX	Asia	India			Homo sapiens	2019-08-31		Barde et al.	Barde,P.V.,Chand,G.,Joshi,P.,Shivlata,L.,Tiwari,S.,Sahare,L.,Ukey,M.,Yadav,P.,Mourya,D.,Das,A.	ICMR-NIRTH, Jabalpur, Division Virology and Zooneses
MK580153	MK580153.1	12/18/6541	2018-12-XX	Asia	India			Homo sapiens	2019-08-31		Barde et al.	Barde,P.V.,Chand,G.,Joshi,P.,Shivlata,L.,Tiwari,S.,Sahare,L.,Ukey,M.,Yadav,P.,Mourya,D.,Das,A.	ICMR-NIRTH, Jabalpur, Division Virology and Zooneses
MK632333	MK632333.1	MK632333	2015-04-09	North America	Mexico			Homo sapiens	2019-10-06		Torres-Longoria et al.	Torres-Longoria,B.,Fragoso-Fonseca,D.E.,Nunez-Leon,A.,de la Luz Torres,M.,Vazquez-Pichardo,M.,Escobar-Escamilla,N.,Wong-Arambula,C.,Ramirez-Gonzalez,J.E.,Mendez-Tenorio,A.,Castro-Mussot,M.E.,Moreno-Altamirano,M.M.B.,Membrillo-Hernandez,J.,Lopez-Martinez,I.,Diaz-Quinonez,J.A.,Del Mazo-Lopez,J.C.,Rodriguez-Maldonado,A.P.,Landa-Flores,M.G.,Serrano-Gutierrez,S.,Wong-Arambula,C.E.,Moreno-Altamirano,B.M.M.	Instituto de Diagnostico y Referencia Epidemiologicos (InDRE), Biologia Molecular y Validacion de Tecnicas
MK632336	MK632336.1	MK632336	2015-05-14	North America	Mexico			Homo sapiens	2019-10-06		Torres-Longoria et al.	Torres-Longoria,B.,Fragoso-Fonseca,D.E.,Nunez-Leon,A.,de la Luz Torres,M.,Vazquez-Pichardo,M.,Escobar-Escamilla,N.,Wong-Arambula,C.,Ramirez-Gonzalez,J.E.,Mendez-Tenorio,A.,Castro-Mussot,M.E.,Moreno-Altamirano,M.M.B.,Membrillo-Hernandez,J.,Lopez-Martinez,I.,Diaz-Quinonez,J.A.,Del Mazo-Lopez,J.C.,Rodriguez-Maldonado,A.P.,Landa-Flores,M.G.,Serrano-Gutierrez,S.,Wong-Arambula,C.E.,Moreno-Altamirano,B.M.M.	Instituto de Diagnostico y Referencia Epidemiologicos (InDRE), Biologia Molecular y Validacion de Tecnicas
MK632337	MK632337.1	MK632337	2015-06-05	North America	Mexico			Homo sapiens	2019-10-06		Torres-Longoria et al.	Torres-Longoria,B.,Fragoso-Fonseca,D.E.,Nunez-Leon,A.,de la Luz Torres,M.,Vazquez-Pichardo,M.,Escobar-Escamilla,N.,Wong-Arambula,C.,Ramirez-Gonzalez,J.E.,Mendez-Tenorio,A.,Castro-Mussot,M.E.,Moreno-Altamirano,M.M.B.,Membrillo-Hernandez,J.,Lopez-Martinez,I.,Diaz-Quinonez,J.A.,Del Mazo-Lopez,J.C.,Rodriguez-Maldonado,A.P.,Landa-Flores,M.G.,Serrano-Gutierrez,S.,Wong-Arambula,C.E.,Moreno-Altamirano,B.M.M.	Instituto de Diagnostico y Referencia Epidemiologicos (InDRE), Biologia Molecular y Validacion de Tecnicas
MK632338	MK632338.1	MK632338	2016-01-07	North America	Mexico			Homo sapiens	2019-10-06		Torres-Longoria et al.	Torres-Longoria,B.,Fragoso-Fonseca,D.E.,Nunez-Leon,A.,de la Luz Torres,M.,Vazquez-Pichardo,M.,Escobar-Escamilla,N.,Wong-Arambula,C.,Ramirez-Gonzalez,J.E.,Mendez-Tenorio,A.,Castro-Mussot,M.E.,Moreno-Altamirano,M.M.B.,Membrillo-Hernandez,J.,Lopez-Martinez,I.,Diaz-Quinonez,J.A.,Del Mazo-Lopez,J.C.,Rodriguez-Maldonado,A.P.,Landa-Flores,M.G.,Serrano-Gutierrez,S.,Wong-Arambula,C.E.,Moreno-Altamirano,B.M.M.	Instituto de Diagnostico y Referencia Epidemiologicos (InDRE), Biologia Molecular y Validacion de Tecnicas
MK632339	MK632339.1	MK632339	2016-01-08	North America	Mexico			Homo sapiens	2019-10-06		Torres-Longoria et al.	Torres-Longoria,B.,Fragoso-Fonseca,D.E.,Nunez-Leon,A.,de la Luz Torres,M.,Vazquez-Pichardo,M.,Escobar-Escamilla,N.,Wong-Arambula,C.,Ramirez-Gonzalez,J.E.,Mendez-Tenorio,A.,Castro-Mussot,M.E.,Moreno-Altamirano,M.M.B.,Membrillo-Hernandez,J.,Lopez-Martinez,I.,Diaz-Quinonez,J.A.,Del Mazo-Lopez,J.C.,Rodriguez-Maldonado,A.P.,Landa-Flores,M.G.,Serrano-Gutierrez,S.,Wong-Arambula,C.E.,Moreno-Altamirano,B.M.M.	Instituto de Diagnostico y Referencia Epidemiologicos (InDRE), Biologia Molecular y Validacion de Tecnicas
MK752954	MK752954.1	LB23	2017-06-22	South America	Brazil	Itamaraju	Bahia	Homo sapiens	2020-01-18		Pereira Gusmao Maia et al.	Pereira Gusmao Maia,Z.,Mota Pereira,F.,do Carmo Said,R.F.,Fonseca,V.,Graf,T.,de Bruycker Nogueira,F.,Brandao Nardy,V.,Xavier,J.,Lima Maia,M.,Abreu,A.L.,Campelo de Albuquerque,C.F.,Kleber Oliveira,W.,Croda,J.,de Filippis,A.M.B.,Venancio Cunha,R.,Lourenco,J.,de Oliveira,T.,Faria,N.R.,Junior Alcantara,L.C.,Giovanetti,M.,Maia,Z.P.G.,Pereira,F.M.,Fonseca,V.S.,Fabri,A.,Nogueira,F.B.,Maia,M.L.,Jesus,J.G.,Oliveira,W.K.,Albuquerque,C.F.C.,Faria,N.,Filippis,A.M.B.,Cunha,R.V.,Alcantara,L.C.J.	Fundacao Oswaldo Cruz, Laboratorio de Flavivirus
MK829137	MK829137.1	CHIKV/18/Ae.aegypti-26	2018-10-XX	Asia	India			Culicidae	2019-10-31		Chand et al.	Chand,G.,Godbole,S.,Shivlata,L.,Sahare,L.,Ukey,M.,Kaushal,L.S.,Barde,P.V.	ICMR-NIRTH, Jabalpur, Division Virology and Zooneses
MK848202	MK848202.1	NK3302	2018-11-21	Asia	Thailand			Homo sapiens	2019-05-27		Zakotnik et al.	Zakotnik,S.,Korva,M.,Knap,N.,Zorec,T.M.,Avsic Zupanc,T.	Institute of Microbiology and Immunology, Faculty of Medicine, University of Ljubljana, Laboratory for Diagnostics of Zoonoses and WHO Centre
MK935343	MK935343.1	CHIKV/PNRCNG/LNSP_INMI1-2019	2019-03-20	Africa	Republic of the Congo	Pointe-Noire		Homo sapiens	2019-08-28		Mombouli et al.	Mombouli,J.V.,Carletti,F.,Castilletti,C.,Goma Nkoua,C.,Rueca,M.,Vairo,F.,Colavita,F.,Lanini,S.,Montaldo,C.,Iannetta,M.,Haider,N.,Peko,S.M.,Diafouka-Diatela,S.,Kija Tungu,P.,Ippolito,G.,Zumla,A.,Ntoumi,F.,Capobianchi,M.R.	INMI L. Spallanzani, Virology Laboratory
MK986662	MK986662.1	PF2219-INMI	2019-02-XX	Europe	Italy			Homo sapiens	2019-12-25		Carletti et al.	Carletti,F.,Lalle,E.,Castilletti,C.,Capobianchi,M.R.	INMI L. Spallanzani, Virology Laboratory
MK992771	MK992771.1	663/19	2019-02-17	Asia	Israel			Homo sapiens	2020-01-04		Lustig et al.	Lustig,Y.	Ministry of Health, Central Virology Laboratory
MK993757	MK993757.1	MK993757	2016-01-13	South America	Brazil	Natal	Rn	Homo sapiens	2020-06-24		Teixeira et al.	Teixeira,D.G.,Jeronimo,S.M.B.	Federal University of Rio Grande do Norte - UFRN, Biochemistry
MN102099	MN102099.1	CHIK/P3/MIV/2014	2014-10-08	Asia	India			Homo sapiens	2019-08-12		Arunkumar et al.	Arunkumar,G.,Shilpa,C.,Kavitha,K.,Sudheesh,N.,Sabeena,S.,Sanjay,R.,Ujwal,S.	Manipal Academy of Higher Education (MAHE), Manipal Institute of Virology (MIV)
MN191604	MN191604.1	15-1827	2015-11-04	Asia	India			Homo sapiens	2020-03-10		Pk et al.	Pk,H.,Pattabiraman,C.,Rao,D.,Reddy,V.,Mani,R.	National Institute of Mental Health and Neurosciences, Neurovirology
MN191610	MN191610.1	15-1767	2015-10-29	Asia	India			Homo sapiens	2020-03-10		Pk et al.	Pk,H.,Pattabiraman,C.,Rao,D.,Reddy,V.,Mani,R.	National Institute of Mental Health and Neurosciences, Neurovirology
MN191616	MN191616.1	15-2039	2015-12-04	Asia	India			Homo sapiens	2020-03-10		Pk et al.	Pk,H.,Pattabiraman,C.,Rao,D.,Reddy,V.,Mani,R.	National Institute of Mental Health and Neurosciences, Neurovirology
MN402883	MN402883.1	19CHKYN01LY	2019-05-07	Asia	China			Homo sapiens	2020-01-19		Feng et al.	Feng,Y.,Xiao,H.,Li,X.,Lu,Y.,Li,J.,Zheng,M.,Lv,D.,Yuan,W.,Zhang,Z.,Zhou,Y.,Liang,Y.,Qin,W.,Xia,X.	Kunming University of Science and Technology, Faculty of Life Science and Technology
MN402884	MN402884.1	19CHKYN03ZJF	2019-06-28	Asia	China			Homo sapiens	2020-01-19		Feng et al.	Feng,Y.,Xiao,H.,Li,X.,Lu,Y.,Li,J.,Zheng,M.,Lv,D.,Yuan,W.,Zhang,Z.,Zhou,Y.,Liang,Y.,Qin,W.,Xia,X.	Kunming University of Science and Technology, Faculty of Life Science and Technology
MN402887	MN402887.1	19CHKYN08May	2019-08-01	Asia	Myanmar			Homo sapiens	2020-01-19		Feng et al.	Feng,Y.,Xiao,H.,Li,X.,Lu,Y.,Li,J.,Zheng,M.,Lv,D.,Yuan,W.,Zhang,Z.,Zhou,Y.,Liang,Y.,Qin,W.,Xia,X.	Kunming University of Science and Technology, Faculty of Life Science and Technology
MN428516	MN428516.1	CB26	2018-03-23	South America	Brazil	Cuiaba	Mato Grosso	Homo sapiens	2020-09-21		Giovanetti et al.	Giovanetti,M.,Fonseca,V.S.,Lourenco,J.,Xavier,J.,Claro,I.M.,Graf,T.,Nascimento,V.A.,Adelino,T.,Iani,F.C.M.,Sabino,E.C.,Naveca,F.G.,Salles,F.S.,Nogueira,L.,Fabri,A.,Oliveira,E.C.,Demarchi,L.H.F.,Silva,V.L.,Filippis,A.M.B.,Abreu,A.L.,Oliveira,W.K.,Croda,J.,Albuquerque,C.F.C.,Loman,N.,Faria,N.R.,de Oliveira,T.,Alcantara,L.C.J.	Fundacao Oswaldo Cruz, Laboratorio de Flavivirus
MN462638	MN462638.1	00235-P-12919	2015-03-24	South America	Ecuador			Homo sapiens	2020-10-12		Berry et al.	Berry,I.M.	WRAIR, viral diseases branch
MN462654	MN462654.1	00294-P-12940	2015-02-07	South America	Ecuador			Homo sapiens	2020-10-12		Berry et al.	Berry,I.M.	WRAIR, viral diseases branch
MN462655	MN462655.1	00304-P-12941	2015-07-14	South America	Ecuador			Homo sapiens	2020-10-12		Berry et al.	Berry,I.M.	WRAIR, viral diseases branch
MN462659	MN462659.1	00312-P-12945	2015-12-08	South America	Ecuador			Homo sapiens	2020-10-12		Berry et al.	Berry,I.M.	WRAIR, viral diseases branch
MN974220	MN974220.1	SK2479_18	2018-07-19	Asia	Thailand	Satool		Homo sapiens	2020-05-20		Chinnawirotpisan et al.	Chinnawirotpisan,P.,Chusri,S.,Manasatienkij,W.,Joonlasak,K.,Huang,A.T.,Poolpanichupatam,Y.,Lohachanakul,J.,Thaisomboonsuk,B.,Anthony,J.R.,Fernandez,S.,Klungthong,C.	USAMD-AFRIMS, Virology
MT023791	MT023791.1	UVE/CHIKV/Djibouti/2019/CNR53532	2019-12-15	Africa	Djibouti			Homo sapiens	2020-11-30		Fourie et al.	Fourie,T.,Dia,A.,Piorkowski,G.,Durand,G.,Grard,G.,de Lamballerie,X.,Simon,F.,Leparc-Goffart,I.	French Military Biomedical Research Institute, Virology Unit
MT038393	MT038393.1	PY02	2016-01-20	South America	Paraguay	Yaguaron		Homo sapiens	2021-02-08		Graf et al.	Graf,T.C.,Vazquez,C.,Giovanetti,M.,Fonseca,V.S.,Bruycker,F.N.,Gomez,A.,Xavier,J.,Mendonca,M.C.L.,Jesus,J.G.,Claro,I.M.,Faria,N.R.,de Oliveira,T.,Filippis,A.M.B.,Abreu,A.L.,Oliveira,W.K.,Croda,J.,Albuquerque,C.F.C.,Rico,J.M.A.,Alcantara,L.C.J.	Fundacao Oswaldo Cruz, Laboratorio de Flavivirus
MT038395	MT038395.1	PY06	2016-02-16	South America	Paraguay	Yaguaron		Homo sapiens	2021-02-08		Graf et al.	Graf,T.C.,Vazquez,C.,Giovanetti,M.,Fonseca,V.S.,Bruycker,F.N.,Gomez,A.,Xavier,J.,Mendonca,M.C.L.,Jesus,J.G.,Claro,I.M.,Faria,N.R.,de Oliveira,T.,Filippis,A.M.B.,Abreu,A.L.,Oliveira,W.K.,Croda,J.,Albuquerque,C.F.C.,Rico,J.M.A.,Alcantara,L.C.J.	Fundacao Oswaldo Cruz, Laboratorio de Flavivirus
MT038398	MT038398.1	PY09	2016-03-21	South America	Paraguay	Yaguaron		Homo sapiens	2021-02-08		Graf et al.	Graf,T.C.,Vazquez,C.,Giovanetti,M.,Fonseca,V.S.,Bruycker,F.N.,Gomez,A.,Xavier,J.,Mendonca,M.C.L.,Jesus,J.G.,Claro,I.M.,Faria,N.R.,de Oliveira,T.,Filippis,A.M.B.,Abreu,A.L.,Oliveira,W.K.,Croda,J.,Albuquerque,C.F.C.,Rico,J.M.A.,Alcantara,L.C.J.	Fundacao Oswaldo Cruz, Laboratorio de Flavivirus
MT038400	MT038400.1	PY15	2018-06-29	South America	Paraguay	Bella Vista Norte		Homo sapiens	2021-02-08		Graf et al.	Graf,T.C.,Vazquez,C.,Giovanetti,M.,Fonseca,V.S.,Bruycker,F.N.,Gomez,A.,Xavier,J.,Mendonca,M.C.L.,Jesus,J.G.,Claro,I.M.,Faria,N.R.,de Oliveira,T.,Filippis,A.M.B.,Abreu,A.L.,Oliveira,W.K.,Croda,J.,Albuquerque,C.F.C.,Rico,J.M.A.,Alcantara,L.C.J.	Fundacao Oswaldo Cruz, Laboratorio de Flavivirus
MT038402	MT038402.1	PY17	2018-07-03	South America	Paraguay	Bella Vista Norte		Homo sapiens	2021-02-08		Graf et al.	Graf,T.C.,Vazquez,C.,Giovanetti,M.,Fonseca,V.S.,Bruycker,F.N.,Gomez,A.,Xavier,J.,Mendonca,M.C.L.,Jesus,J.G.,Claro,I.M.,Faria,N.R.,de Oliveira,T.,Filippis,A.M.B.,Abreu,A.L.,Oliveira,W.K.,Croda,J.,Albuquerque,C.F.C.,Rico,J.M.A.,Alcantara,L.C.J.	Fundacao Oswaldo Cruz, Laboratorio de Flavivirus
